title,composedby,key,timesig,bars,chordprog
You Don't Know What Love Is,Don Raye and Gene DePaul,C,4 4,32,"Fm Dm7b5 | G7b9 C7+ | Fm Fm Gm7b5 C7+ | Db7 B7b5 |
Bb7 Bb7 Gm7b5 C7alt | D7#9 | Abm7 Db7 | Gm7b5 C7 |
Fm Dm7b5 | G7b9 C7+ | Fm Fm Gm7b5 C7+ | Db7 B7b5 |
Bb7 Bb7 Gm7b5 C7alt | D7#9 | Abm7 Db7 Gm7b5 C7 | Fm7 Fm7 Fm7 Bo7 |
Bbm7 Eb7 | Cm7 F7 | Bbm7 Eb7 | AbM7 |
Dm7 G7 | CM7 Eb7 | AbM7 Db7b5 | Gm7b5/C C7+ |
Fm Dm7b5 | G7b9 C7+ | Fm Fm Gm7b5 C7+ | Db7 B7b5 |
Bb7 Bb7 Gm7b5 C7 | D7#9 | Abm7 Db7 Gm7b5 C7 | Fm |"
Spanish Eyese,Bert Kaempfert,C,4 4,32,"C | C | C | C |
C | C | G7 | G7 |
G7 | G7 | G7 | G7 |
G7 | G7 | C | C |
C | C | C | C |
C | C7 | F | F |
Fm | Fm | C | C |
G7 | G7 | C | C |"
Stardust,Hoagy Carmichael,C,4 4,32,"F6 | F6 | FmM7 | Bb7 |
CM7 | Em7 A7 | Dm Dm Dm A7 | Dm Fm6 |
G7 Go7 G7 F6 | Dm7 G7+ | CM7 CM7 Dm7 D#o7 | Em7 A7 |
D9 D9 C D7 | Am7 D7 | G7 Dm7 | G7 C7+ |
F6 | F6 | FmM7 | Bb7 |
CM7 | Em7 A7 | Dm Dm Dm A7 | Dm Fm6 |
F6 | Bb7 | CM7 | Em7 Ebo7 |
Dm7 | G7 | C6 | Gm7 C7+ |"
Without You,Vincent Youmans,C,4 4,44,"E | E | E | G#m |
F#m | G# | C#m C#m/A# | F#7/F# F#7 |
E | B7 B7 | E | G#m |
F#m | G# | C#m C#m/A# | F#7/F# F#7 |
E | B7 | E | C#m |
F#m | B7 | E | C#m |
F#m | B7 | B7 | E |
G#m | F#m | G# | C#m C#m/A# |
F#7/F# F#7 | E | B7 | E |
C#m | F#m | B7 | E |
C#m | F#m | B7 | E |"
Walkin,Richard Carpenter,C,4 4,13,"F9#11 | Bb9#11 | F9sus4 | F9 |
Bb9#11 | Bb9 | F9#11 | F9 D7#9 |
A9#11 Ab9#11 Ab9#11 Db7#9/Ab | C7#9/G C7#9/G G9#11 Gb9#11 | C7#5#9 | F13 |
NC |"
Sonnymoon For Two,Sonny Rollins,Bb,4 4,12,"Bb7 | Bb7 | Bb7 | Bb7 |
Eb7 | Eb7 | Bb7 | Bb7 |
F7 | F7 | Bb7 | F7 |"
Standing On The Corner,Frank Loesser,F,4 4,65,"F F7 | BbM7 Eb9 | F Ab7/Eb | Db9 C7 |
F F7 | BbM7 Eb9 | D7sus4 G7 | Db9 C7 |
F F7 | BbM7 | Bbm6 | C7 |
F F7 | BbM7 Db6 | Db6 F/C Dm7 Dm7 | Gm7 C7 |
F Ab7/Eb | Db9 C7 | F F7 | BbM7 Eb9 |
F Ab7/Eb | Db9 C7 | F F7 | BbM7 Eb9 |
D7sus4 G7 | Db9 C7 | F F7 | BbM7 |
Bbm6 | C7 | F F7 | BbM7 Db6 |
Db6 F/C Dm7 Dm7 | Gm7 C7 | F Ab7/Eb | Db9 C7 F A7 |
Dm Dm+ | Dm6 Dm+ | Dm Dm+ | Dm6 Dm+ |
F F+ | F6 F+ | F/C Gb/C | Ab/C Gb/C |
F/C Dm7 | Db9 C7 | F F7 | BbM7 Eb9 |
F Ab7/Eb | Db9 C7 | F F7 | BbM7 Eb9 |
D7sus4 G7 | Db9 C7 | F F7 | BbM7 |
Bbm6 | C7 | F F7 | BbM7 Db6 |
Db6 F/C Dm7 Dm7 | Gm7 C7 | F Ab7/Eb | Db9 C7 |
F6 |"
Why Try To Change Me Now?,Joseph McCarthy and Cy Coleman,F,4 4,32,"Gm7 C7 | FM7 D9 | Gm7 C7 | Am7b5 D7b9 |
Gm7 Eb9 | Am7 Abo7 | Gm C7 | FM7 FM7 Am7b5 D7b9 |
Gm7 C7 | FM7 D9 | Gm7 C7 | Am7b5 D7b9 |
Gm7 Eb9 | Am7 Abo7 | Gm C7 | F6 F6 Dm7 Db7 |
Cm7 F7 | Bb6 G7#5 | Cm7 F7 | Bb6 |
Dm7 G7 | CM7 Am7 | Dm7 G7 | Gm7 C7 |
Gm7 C7 | FM7 D9 | Gm7 C7 | Am7b5 D7b9 |
Gm7 Eb9 | Am7 Abo7 | Gm C7 | F6 F6 Am7b5 D7b9 |"
Relaxin' at Camarillo,Charlie Parker,F,4 4,12,"C7 | C7 | C7 | C7 |
F7 | F7 | C7 | A7 |
Dm7 | G7 | Em7 A7+ | Dm7 G7 |"
Tin Tin Deo,Chano Pozo,Ab,4 4,48,"Fm Ab7 | DbM7 C7 | Fm Ab7 | DbM7 C7 |
Fm Ab7 | DbM7 C7 | F7 Bb7 | Eb7 Eb7 Ab7 Db7 |
C7#9 | C7#9 | Fm6 | Fm6 |
C7#9 | C7#9 | Fm7 Ab7/Eb | DbM7 C7 |
Fm Ab7 | DbM7 C7 | Fm Ab7 | DbM7 C7 |
Fm Ab7 | DbM7 C7 | F7 Bb7 | Eb7 Eb7 Ab7 Db7 |
C7#9 | C7#9 | Fm6 | Fm6 |
C7#9 | C7#9 | Fm7 Ab7/Eb | DbM7 C7 |
Bbm7 | Eb7 | AbM7 Db7b5 | Cm7 F7 |
Bbm7 | Eb7 | AbM7 Db7b5 | C7 |
C7#9 | C7#9 | Fm6 | Fm6 |
C7#9 | C7#9 | Fm7 Ab7/Eb | DbM7 C7 |"
When Irish Eyes Are Smiling,Ernest Ball,C,3 4,32,"C | G7 | C | C7 |
F | F | C | C |
F | F | C | A7 |
D7 | D7 | G7 | G7 |
C | G7 | C | C |
F | F | C | C |
F | D7/F# | C/G | A7 |
D7 | G7 | C | G7 |"
The White Cliffs of Dover,Walter Kent and Nat Burton,Eb,4 4,32,"Eb6 | Gm7 Gm7 Bbm7 Eb7 | AbM7 | Gm7 Cm7 |
Fm7 | Bb7 | EbM7 Cm7 | Fm7 Bb7 |
Eb6 | Gm7 Gm7 Bbm7 Eb7 | AbM7 | Gm7 Cm7 |
Fm7 | Bb7 | Eb6 Fm7 | Eb6 Eb7 |
Ab Ab+ | Ab6 Ao7 | EbM7 | Eb7 |
Ab Fm7 | Cm | Cm7 F7 | Bb9sus4 Bb7 |
Eb6 | Gm7 Gm7 Bbm7 Eb7 | AbM7 | Gm7 Cm7 |
Fm7 | Bb7 | Eb6 | Fm7 Bb7 |"
Quiet Now,Denny Zeitlin,C,4 4,34,"Am7 FM7 | E7 E7 Em7/A Am7 | Dm7 G7 CM7 CM7 | Bb7#11 A7#5 |
Dm7b5/Ab Dm7b5/Ab G7 E7 | Am7 D7#11 | EbM7 AbM7 | Db9 |
Bm7 GM7 | F#7 F#7 F#m7/B Bm7 | Em7 A7 DM7 DM7 | C7#11 B7#5 |
Em7b5/Bb Em7b5/Bb A7 F#7 | Bm7 E7#11 | F#m7 Bm7 Em7 A7 | Am7 D7#11 |
GM7 C9 | Bm7 Bb7 | AbM7 Db7 | Cm7 B7 |
A7 D7 | C#m7 C7 | F#m9/B | E7 |
Am7 FM7 | E7 E7 Em7/A Am7 | Dm7 G7 CM7 CM7 | Bb7#11 A7#5 |
Dm7b5/Ab Dm7b5/Ab G7 E7 | Am7 D7#11 | Em7 Am7 Dm7 G7sus4 | Em7 Am7 FM7 BbM7 |
Em7 EbM7 AbM7 DbM7 | CM9 |"
With Every Breath I Take,Cy Coleman,Bb,4 4,39,"Gm7 | Cm7 | F7 D7b9 | Gm7 |
G9sus G7b9 | Cm7 | Eb/Bb F7/A | Eb7 D7b9 |
Gm7 | C7 | Gm7 | C7 |
Cm7 Cm7/Bb | Am7b5 D7b9 | Gm7 Gm7 Gm7 Gm7/F | EbM7 |
A7+ | D7b9 | Gm7 | C7 |
EbM7 | Gm7/D | AbM7 | DbM7 |
D7 Ab/D | Gm7 | Cm7 | F7 D7b9 |
Gm7 | G9sus G7b9 | Cm7 | Eb/F F/Eb |
Bb/D Bb/D Fm7 E7 | EbM7 | Bb/D | B/D |
D7#11 Ab7 | Gm7 | C7 |"
What A Wonderful World,George Weiss and Bob Thiele,F,4 4,32,"FM7 Am7 | BbM7 Am7 | Gm7 FM7 | Eo7 Dm7 |
DbM7 | Gm7 C7 | FM7 F#o7 | BbM7 C7 |
FM7 Am7 | BbM7 Am7 | Gm7 FM7 | Eo7 Dm7 |
DbM7 | Gm7 C7 | FM6 Bb69 | F6 |
C7 | FM7 | C7 | FM7 |
Dm C7 | Dm C7 | Dm Ao7 | Gm7 Gbo7 Gm |
FM7 Am7 | BbM7 Am7 | Gm7 FM7 | Eo7 Dm7 |
BbM7 Db7 | Gm7 Dbo7 | F6 | F6 |"
Taps Miller,Count Basie,Bb,4 4,32,"Bb | Cm7 F7 | Bb Bbo | F7 |
Bb Bb7 | Eb Ab7 | Bb | Gb7 F7 |
Bb | Cm7 F7 | Bb Bbo | F7 |
Bb Bb7 | Eb Ab7 | Bb | Gb7 F7 Bb Bb |
Fm7 Bb7 | Fm7 Bb7 | Eb7 | Eb7 |
Db7 | Db7 | C7 | B7 |
Bb | Cm7 F7 | Bb Bbo | F7 |
Bb Bb7 | Eb Ab7 | Bb | Gb7 F7 Bb Bb |"
Serenata,Leroy Anderson,F,4 4,32,"FM7 | F#o7 | Gm7 | C7 |
FM7 | Dm7 | G7 | Abo7 |
FM7 | Gm7 C7 | FM7 | Em7 A7 |
DM7 | Em7 A7 | Gm7b5 | C7 |
FM7 | F#o7 | Gm7 | C7 |
FM7 | Dm7 | G7 | Abo7 |
FM7 | Gm7 C7 | FM7 | Am7 D7 |
G7 | Db7 C7b9 | FM7 | Gm7 C7 |"
Surfer Girl,Brian Wilson,F,4 4,32,"F Dm | Bb C7 | FM7 F7 | Bb Bbm6 |
F Dm | Bb C7 | F Dm | Bb C7 |
F Dm | Bb C7 | FM7 F7 | Bb Bbm6 |
F Dm | Bb C7 | F Bb | F F7 |
Bb C7 | F Am | Gm7 C7 | F |
Bb C7 | F Am | Dm7 G7 | C7 C7#5 |
F Dm | Bb C7 | FM7 F7 | Bb Bbm6 |
F Dm | Bb C7 | F Bb | F |"
Tomorrow,Charles Strouse,F,4 4,22,"F FM7 | BbM7 Am7 | Dm | BbM7 Csus4 |
F FM7 | BbM7 Am7 | Dm | BbM7 BbM7 Csus4 C |
Fm | Db Eb | Ab AbM7 | C7sus4 |
C7sus4 C7 | F FM7 | BbM7 Am7 | Dm |
GbM7 GbM7 C7sus4 C7 | F FM7 | F7 Bb | F F C7sus4 C7 |
F FM7 | BbM7 C7sus4 |"
Serene,Eric Dolphy,Eb,4 4,12,"EbM7 | Ab7#11 | Db7 | Eb7 |
Ab7 | D7b5 | EbM7 | Dbm7 Gb7 |
Fm7b5 | Bb7b5 Bb7b5 Bm7 E7 | Ab7#11 GbM7 | F7#9 A9 |"
Soon It's Gonna Rain,Harvey Schmidt and Tom Jones,C,4 4,36,"CM7 FM7 | Em7 Em7 Dm7 G7b9 | CM7 FM7 | Em7 A7 |
Dm7 Ab7 | G7sus4 G7sus4 G7sus4 G7b9 | C6 | Dm7/G |
CM7 FM7 | Em7 Em7 Dm7 G7b9 | CM7 FM7 | Em7 A7 |
Dm7 Ab7 | G7sus4 G7sus4 G7sus4 G7b9 | C6 | A7 |
Dm7 | G7 | CM7 | Em7 Am7 |
Dm7 | G7 G7/F | Em7 A7 | D7 G7 |
CM7 FM7 | Em7 Em7 Dm7 G7b9 | CM7 FM7 | Em7 A7 |
Dm7 Ab7 | G7sus4 G7sus4 G7sus4 G7b9 | Em7 | A7 |
Dm7 Em7 | FM7 FM7 G7 G7b9 | C6 | Dm7/G |"
What Might Have Been,Mike Stearn,F,4 4,38,"Dm Dm/C | Dm/C | Em7b5 | A7/C# |
Dmadd9 Dmadd9 BbM7 Am7 | Dm Dm/C | BbM7#11 BbM7#11 Am7 Gm7 | Em7b5 A7/C# |
Dm BbM13#11 | Dm BbM13#11 | Dm Dm/C | Dm/C |
Em7b5 | A7/C# | Dmadd9 Dmadd9 BbM7 Am7 | Dm Dm/C |
BbM7#11 BbM7#11 Am7 Gm7 | Em7b5 A7/C# | Dm BbM13#11 | Dm BbM13#11 |
Fm Fm Db Cm | Bbm Bbm Bbm#5 Bbm | Fm Db | Cm Abm/Cb |
Bbm Bbm Gb Fm | Ebm Db | CbM7 | Cm7 Cm7 Cm#5 Cm7 |
Dm Dm/C | Dm/C | Em7b5 | A7/C# |
Dmadd9 Dmadd9 BbM7 Am7 | Dm Dm/C | BbM7#11 BbM7#11 Am7 Gm7 | Em7b5 A7/C# |
Dm BbM13#11 | Dm BbM13#11 |"
While My Lady Sleeps,"Phineas Newborn, Jr.",C,4 4,45,"C69 | Eb/C Ab/C | Em7 A7 | Db/C |
C69 | Dm7/G | CM7 | Dm7/G |
C69 | Eb/C Ab/C | Em7 A7 | Db/C |
C69 | Dm7/G | CM7 | CM7 |
Dm7 | G7 | CM7 E7b9 | Am7 Am7/G |
F#m7b5 | B7b9 | Em7 A7 | Dm7 G7 |
C69 | Eb/C Ab/C | Em7 A7 | Db/C |
C69 | BbM7 A7+ | Dm7 | D#o7 E7alt |
Am7 D7 | F | Em7 A7b9 | Dm7 |
Dm7/G | CM7 | Db/G | Dm7/G |
Db/G | CM7 | Db/G | Dm7/G |
Db/G |"
Wait 'Til You See Her,Richard Rodgers,Eb,4 4,40,"Fm7 | Bb7 | EbM7 | Cm7 |
Fm7 | Bb7 | Gm7 | C7 |
Fm7 | Bb7 | EbM7 | Cm7 |
Fm7 | D7 | Gm7 | Gm7 |
Cm7 | F7sus F7 F7 | BbM7 | Gm7 |
Cm7 | G7+ | Gm7 | C9 |
Fm7 | Bb7 | Eb6 | Gm7/D |
Cm7 | Cm7/Bb | Am7b5 | Abo7 |
Eb/G | Gbo7 | Bb7/F | Eo7 |
Fm7 | Bb7 | Eb6 | Eb6 |"
Prince Of Darkness,Wayne Shorter,C,4 4,32,"Cm7 | Cm7 | Gm9 | Gm9 |
Bbm7 | Bbm7 | Gm9 | Gm9 |
GbM7 | GbM7 | BbM7#5 | BM7#11 |
Bb7 | Ebm7 | Gbm11 | Gbm11 |
Cm7 | Cm7 | Gm9 | Gm9 |
Bbm7 | Bbm7 | Gm9 | Gm9 |
GbM7 | GbM7 | BbM7#5 | BM7#11 |
Bb7 | Ebm7 | Gbm11 | Gbm11 |"
Skyliner,Charlie Barnet,C,4 4,64,"C6 | C6 | A7 | A7 |
Dm7 | Dm7 | Fm7 | Bb7 |
Em7 | Bb7 | Dm7 | G7 |
C6 | D7 | Dm7/G | G7 |
C6 | C6 | A7 | A7 |
Dm7 | Dm7 | Fm7 | Bb7 |
Em7 | Bb7 | Dm7 | G7 |
C6 | Dm7 G7 | C6 | C6 |
F#m7 | B7 | EM7 | EM7 |
Dm7 | D7 | GM7 | GM7 |
Ebm7 | Ab7 | DbM7 | DbM7 |
Dm7 | Dm7 | G7 | G7 |
C6 | C6 | A7 | A7 |
Dm7 | Dm7 | Fm7 | Bb7 |
Em7 | Bb7 | Dm7 | G7 |
C6 | Dm7 G7 | C6 | C6 |"
Sunny,Bobby Hebb,C,4 4,16,"Am | Gm7 C7 | F7 | Bm7b5 E7alt |
Am | Gm7 C7 | F7 | Bm7b5 E7alt |
Am | Am/G# | Am/G | Am/F# |
Fm | Bm7b5 E7alt | Am | E7alt |"
You Only Live Twice,John Barry,F,4 4,32,"F | Cm | Bbm | F |
Bbm7 | C7 Bbm7 | C | C7b5b9 C9 |
F | Cm | Bbm | F |
Bbm7 | C7 Bbm | F | F |
Bbm7 | C | Ebm | C |
Bbm7 | C | Ebm | C7 |
F | Cm | Bbm | F |
Bbm7 | C7 Bbm | F | F |"
Wave,Antonio Carlos Jobim,C,4 4,44,"DM7 | Eo7 | Am7 | D7 |
GM7 | Gm7 | F#7 | B7 |
Bm7 E7 | Bb7 A7 | Dm7 G7 | Dm7 G7 |
DM7 | Eo7 | Am7 | D7 |
GM7 | Gm7 | F#7 | B7 |
Bm7 E7 | Bb7 A7 | Dm7 G7 | Dm7 G7 |
Gm7 | C7 | FM7 | FM7 |
Fm7 | Bb7 | Eb | Em7b5 A7 |
DM7 | Eo7 | Am7 | D7 |
GM7 | Gm7 | F#7 | B7 |
Bm7 E7 | Bb7 A7 | Dm7 G7 | Dm7 G7 |"
What'll I Do?,Irving Berlin,C,3 4,32,"CM7 | Fm7 Fm7 Bb7 | CM7 | Fm7 Fm7 Bb7 |
Em7 Em7 A7 | Dm7 Dm7 G7 | C6 | Dm7 Dm7 G7 |
CM7 | Fm7 Fm7 Bb7 | CM7 | Fm7 Fm7 Bb7 |
Em7 Em7 A7 | Dm7 Dm7 G7 | C6 | Gm7 Gm7 C7 |
FM7 | Gm7 Gm7 C7 | FM7 | Bb7 |
Em7 | A7 | D7 | Dm7 Dm7 G7 |
CM7 | Fm7 Fm7 Bb7 | CM7 | Fm7 Fm7 Bb7 |
Em7 Em7 A7 | Dm7 Dm7 G7 | C6 | Dm7 Dm7 G7 |"
Tivoli,Dexter Gordon,Db,4 4,58,"DbM9 | D9#11 | DbM9 | D9#11 |
DbM9 | D9#11 | Fm7 | Bb7 Bb7 G7#11 |
GbM7 | Ebm7 Ab7 | DbM7 | Abm7 G7 |
GbM7 | Ebm7 Ab7 | Fm7 | Bbm7 |
Gm7b5 | C7alt | Fm7 | Bb7 |
Ebm7 | Ab7 | Ebm7 | D9#11 |
DbM9 | D9#11 | DbM9 | D9#11 |
DbM9 | D9#11 | Fm7 | Bb7 Bb7 G7#11 |
GbM7 | Ebm7 Ab7 | DbM7 | Abm7 G7 |
GbM7 | Ebm7 Ab7 | Fm7 | Bbm7 |
Gm7b5 | C7alt | Cm7 | F7 |
Ebm7 | Ab7 | Fm7 | E7 |
Ebm7 | Ab7 | Fm7 | Bb7 |
Ebm7 | Ab7 | D9#11 | D9#11 |
D9#11 | D9#11 |"
Personality,Jimmy Van Heusen,G,4 4,32,"A7 | CmM7 | GM7 Cm6 | Bm7 E7 |
Am7 D7 | GM7 E7 | Am7 D7 | GM7 |
A7 | CmM7 | GM7 Cm6 | Bm7 E7 |
Am7 D7 | GM7 E7 | Am7 D7 | GM7 |
Dm7 | G7 | CM7 | CM7 |
F#m7b5 B7alt | Em7 | Am7 | D7 |
A7 | CmM7 | GM7 Cm6 | Bm7 E7 |
Am7 D7 | GM7 E7 | Am7 D7 | GM7 |"
Pretend,"Lew Douglas, Cliff Parman, Frank Lavere",C,4 4,32,"CM7 | CM7 | Dm7 | Dm7 |
G7 | G7 G7#5 | CM7 | CM7 |
CM7 | CM7 | Dm7 | Dm7 |
G7 | G7 G7#5 | C6 | C6 |
Em7 | Dm7 G7b9 | C6 | C6 |
F#m7b5 | B7b9 | Em7 Ebo7 | Dm7 |
CM7 | CM7 | Dm7 | Dm7 |
G7 | G7 G7#5 | C6 | Dm7 G7 |"
You're A Joy,Tadd Dameron,Ab,4 4,24,"AbM7 | Bbm7 Eb7 | AbM7 AbM7/C | Dbm7 Gb7 |
BM7 | Dbm7 Gb7 | BM7 BM7/D# | Em7 A7 |
Cm7 F7 | Bbm7 F7#5 | Gb7 F7 | E7 Eb7 |
AbM7 | Bbm7 Eb7 | AbM7 AbM7/C | Dbm7 Gb7 |
BM7 | Cm7 F7 | Bbm7 Eb7 | Cm7b5 F7alt |
Bbm7 | Eb7b9 | AbM7 F7alt | Bbm7 Eb7 |"
Walk Between Raindrops,Donald Fagen,C,4 4,34,"Dm7 | G7 | C6 | C6 |
Gm7 | C7 | FM7 | FM7 B7#5#9 |
Em7 | Am7 D7 | Ebm7 Ab7 | Dm7 A7#5 |
Dm7 | G7 | C6 | C6 |
Gm7 | C7 | FM7 | FM7 B7#5#9 |
CM7 | Gm7 Gb7b5 | FM7 | Bb9#11 |
CM7 Bb7b5 | Em7b5 A7#5#9 | Dm7 | G7 |
Em7b5 | A7#5 | Dm7 | G7 |
C6 | C6 |"
Plaintive Prelude,Mercer Ellington and Jack Han,Eb,4 4,24,"Eb6 | Bb7 | Eb6 | Db7 |
Eb6 | D7 | G6 | Bb9 Bb7+ |
AbM7 Ab6 | Db7 | Eb6 | F7b9 Eb9 |
AbM7 Ab6 | Db7 | Gm7 F7 | Bb7+ |
Eb6 | Bb7 | Eb6 | Db7 |
Eb6 | E9 Bo | Eb6 Bb7 | Bb7 Eb |"
Undecided,Charlie Shavers,C,4 4,32,"C | C | F7 | F7 |
D7 | Dm7 Dm7 Ab7 G7 | C | Ab7 G7 |
C | C | F7 | F7 |
D7 | Dm7 Dm7 Ab7 G7 | C | C |
C7 | C7 | F | F |
D7 | D7 | G7 | G7 |
C | C | F7 | F7 |
D7 | Dm7 Dm7 Ab7 G7 | C | Dm7 G7 |"
S.K.J.,Milt Jackson,Bb,4 4,12,"Bb7 | Bb7 | Bb7 | Bb7 |
Eb7 | Eb7 | Bb7 | G7b5b9 |
Cm7 | F7#9 | Bb7 | F7#9 |"
Tenderly,Walter Gross,Eb,3 4,32,"EbM7 | Ab9#11 | Ebm7 | Ab13 |
Fm7 | Db9#11 | EbM7 Fm7 Bb7 | EbM7 |
Fm7b5 | Bb13 | Fm7b5 | Dm7b5 Dm7b5 G7alt |
Cm7 | F13 | Fm7 | Bb7 |
EbM7 | Ab9#11 | Ebm7 | Ab13 |
Fm7 | Db9#11 | EbM7 Fm7 Bb7 | EbM7 |
Fm7b5 | Bb13 Bb13 Bo7 | Cm7 | F13 F13 F#o7 |
Gm7 Gm7 C7#5 | Fm7 Fm7 Bb7 | Eb6 | Fm7 Fm7 Bb13 |"
Someone to Watch Over Me,George Gershwin,C,4 4,32,"Eb Eb7 | Ab Abo | Eb Ebo | Bb7 Bbo |
Fm7 | Fm7 Bb7 | Eb | Fm7 Bb7 |
Eb Eb7 | Ab Abo | Eb Ebo | Bb7 Bbo |
Fm7 | Fm7 Bb7 | Eb | Eb Eb7 |
Ab | Ab | Ab | Eb |
D7 | G7 | C7 | F7 Bb7 |
Eb Eb7 | Ab Abo | Eb Ebo | Bb7 Bbo |
Fm7 | Fm7 Bb7 | Eb | Eb |"
Teaneck,Nat Adderley,Bb,4 4,32,"Am7 | D7 | Gm7 F#m7 | Fm7 Bb7 |
EbM7 | Em7b5 A7alt | Dm7 | G7b9 |
Cm7 | F7 | BbM7 | BbM7 |
Am7b5 D7alt | Gm7 | C7 | Cm7 F7 |
Am7 | D7 | Gm7 F#m7 | Fm7 Bb7 |
EbM7 | Em7b5 A7alt | Dm7 | G7b9 |
Cm7 | F7 | Dm7 | G7 |
Cm7 F7alt | F7alt | BbM7 | BbM7 |"
To Life,Jerry Bock,Eb,4 4,66,"D7b9 D7b9 D7b9 D7 | G7sus4 G7sus4 G7sus4 G7 | Cm | Cm |
C7 | C7 | Fm | Fm |
Bb7 | EbM7 | AbM7 | Db DbM7 |
Bbm7 | G7 | D7b9 D7b9 D7b9 D7 | G7sus4 G7sus4 G7sus4 G7 |
Cm | Cm | C7 | C7 |
Fm | Fm | Bb7 | EbM7 |
AbM7 | Db DbM7 | Bbm7 | G7 |
C | C7 | Fm | Fm |
Cm | Cm | D7 | G7 |
Cm | C7 | Fm | Fm |
Cm | Cm | D7 | D7 |
G | G | D7b9 D7b9 D7b9 D7 | G7sus4 G7sus4 G7sus4 G7 |
Cm | Cm | C7 | C7 |
Fm | Fm | Bb7 | EbM7 |
AbM7 | Db DbM7 | Bbm7 | G7 |
G7 | G7 | Cm | Cm |
Cm | A7 |"
Reflections in D,Duke Ellington,D,2 4,88,"F#m Gm | Fm F#m | F#m | F#m Em |
Fm F#m | G F#m | Gm | C# D |
D#m Em | Em | DM7 | DM7 |
F#7 | Bm7 | E7#11 | E7#11 |
A7sus4 | A7sus4 | A7b9 | DM7 |
Em6 | Em6 | DM7 | Em6 |
Em6 | F#m Gm | Fm F#m | F#m |
F#m Em | Fm F#m | G F#m | Gm |
C# D | D#m Em | Em | DM7 |
DM7 | F#7 | Bm7 | E7#11 |
E7#11 | A7sus4 | A7sus4 | A7b9 |
DM7 | Em6 | Em6 | DM7 |
Em6 | Em6 | C7#11 | C7#11 |
DM7 | DM7 | DM7 | Bm7 |
Bm7 | E7 | E7 | EbM |
EbM | A7b9 | A7b9 | F#m Gm |
Fm F#m | F#m | F#m Em | Fm F#m |
G F#m | Gm | C# D | D#m Em |
Em | DM7 | DM7 | F#7 |
Bm7 | E7#11 | E7#11 | A7sus4 |
A7sus4 | A7b9 | DM7 | Em6 |
Em6 | DM7 | Em6 | Em6 |"
You Go To My Head,J. Fred Coots,Eb,4 4,40,"EbM7 EbM7 Bbm7 Am7 | Abm7 Db7 | GbM7 | F7 Bb7alt |
Ebm Cm7b5 | F7 Bb7alt | EbM7 | Fm7 Bb7 |
EbM7 EbM7 Bbm7 Am7 | Abm7 Db7 | GbM7 | F7 Bb7alt |
Ebm Cm7b5 | F7 Bb7 | EbM7 | Bbm7 Eb7 |
AbM7 | Ao7 | Eb6 Bb7 | EbM7 |
Am7 D7 | GM7 E7alt | Am7 D7alt | Gm7 Gbm7 Fm7 Bb7 |
EbM7 EbM7 Bbm7 Am7 | Abm7 Db7 | GbM7 | F7 Bb7alt |
Ebm Cm7b5 | F7 Bb7 | EbM7 | Bbm7 Eb7 |
AbM7 | Db7 | EbM7 | Cm7 F#o7 |
Bb7 Eo7 | Fm7 Bb7 | EbM7 | Fm7b5 Bb7 |"
The Rainbow Connection,Paul Williams and Kenneth L. Ascher,G,3 4,32,"GM7 | Em7 | Am7 | D7sus4 |
GM7 | Em7 | CM7 | D9sus4 |
GM7 | Em7 | Am7 | D7sus4 |
GM7 | Em7 | CM7 | CM7 |
CM7 | CM7 | CM7 | CM7 |
Bm7 | Bm7 | E9sus4 | E9 |
Am7 | D7 | Bm7 | E7 |
Am7 | D7 | G6 | D9sus4 |"
Toyland,Victor Herbert,F,3 4,32,"F | F6 | FM7 | F6 |
Gm7 | C7 | Bo7 | F/C |
Bb/D | Bbm/Db | Am/C | D7 |
G7 | G7/B | C9sus4 | C7 |
F | F6 | FM7 | F6 |
Gm7 | C7 | Bo7 | F/C |
Bb/D | Bbm/Db | Am/C | D7 |
Gm7 | C7 | F | C7 |"
Your Love Is Mine,Sol Parker and Hank Sanicola,C,4 4,32,"Gm7 | C7 | Fmaj7 | F6 Abdim |
Bbm6 | C7 | F | Cm7 F7b9 |
Bb | Bbm C7 | F | F |
Dm7 G7 | Dm7 G7 | Gm7 | C7 |
Gm7 | C7 | Fmaj7 | F6 Abdim |
Bbm6 | C7 | Am7 | D7 |
Bb | Bbm C7 | F | D7b9 D7b9 D7 G |
Gm7 | C7 C7 Gm7 C7b9 | F6 Eb9 | Fmaj7 |"
