title,composedby,key,timesig,bars,chordprog,key_tonic_pc,key_mode,key_score,num_tokens,funcional_prog,key_estimada,rare_chords
Hit That Mess,Harry D. Squires and Bulee Gaillard,F,4 4,12,"F7 | F7 | F7 | F7 |
Bb7 | Bb7 | F6 | F6 |
Gm7 | C7 | F6 Bb7 | F6 C7 |",5,major,16.8,14,I7 I7 I7 I7 IV7 IV7 I I ii V7 I IV7 I V7,F,0
Let's Take the Long Way Home,Harold Arlen,Eb,4 4,57,"Eb | Ab Bb7 | Eb | Eb Fm7 |
Eb Cm7 | Fm7 | Fm7 | Bb7 Bb9 |
Gm7 Eb | Eb Eo7 | Fm Db7 | Bb7 Do7 |
Gm7 Gm7 Gm7 Cm7 | Cm7 | Dm7 Bbm | G7 E9 |
Eb Cm | Fm7 Bb7 | Eb | Eb Fm |
Eb9 Ab | Fm7 | Gm Eb | C9 C7+ |
Ab | Fm | G G G C9+ | C9+ C9+ C9+ C7b9 |
F9 | Fm7 Bb7 | G7+ Cm7 | Ab9 |
Eb Cm7 | Fm7 Bb7 | Eb | Eb |
Eb Eb Ab Bb7sus | Bb7sus | Bb7 Bb7 Bb7 Bb7sus | Eb |
Eb | Fm7 | Bb7 Bb7 Bb7 Bb7sus | Eb |
Cm Ab | F9 F7#5b9 | Bb | Fm7 |
Bb7 Bb7#5b9 | Eb Cm7 | Fm7 Bb9 | Eb |
Eb Fm7 | Eb Cm7 | Fm7 Bb7 | Eb |
Fm Fm7 Bb7 Bb7+ |",3,major,174.20000000000007,106,I IV V7 I I ii I vi ii ii V7 V7 iii I I bii ii bVII7 V7 viio iii iii iii vi vi vii v III7 bII7 I vi ii V7 I I ii I7 IV ii iii I VI7 VI7 IV ii III III III VI7 VI7 VI7 VI7 VI7 II7 ii V7 III7 vi IV7 I vi ii V7 I I I I IV V7 V7 V7 V7 V7 V7 I I ii V7 V7 V7 V7 I vi IV II7 II7 V ii V7 V7 I vi ii V7 I I ii I vi ii V7 I ii ii V7 V7,Eb,0
Liza,George Gershwin,C,4 4,32,"Eb6 Eo7 | Fm7 F#o7 | Eb6 | Eb7 |
AbM7 | Gm7 C7 | Fm7 Bb7 | Eb6 Bb7 |
Eb6 Eo7 | Fm7 F#o7 | Eb6 | Eb7 |
AbM7 | Gm7 C7 | Fm7 Bb7 | Eb6 G7 |
Cm | Ab7 G7 | Cm | Bbm7 Eb7 |
AbM7 | Bbm7 Eb7 | AbM7 | B7 Bb7 |
Eb6 Eo7 | Fm7 F#o7 | Eb6 | Eb7 |
AbM7 | Gm7 C7 | Fm7 Bb7 | Eb6 Eb6 Fm7 Bb7 |",3,major,71.49999999999997,53,I bii ii biii I I7 IV iii VI7 ii V7 I V7 I bii ii biii I I7 IV iii VI7 ii V7 I III7 vi IV7 III7 vi v I7 IV v I7 IV bVI7 V7 I bii ii biii I I7 IV iii VI7 ii V7 I I ii V7,Eb,0
Interlude,Peter Rugolo,G,4 4,32,"GM7 | Gm7 | GM7 | Ab9 |
GM7 | Am7 | Ab7#11 | GM7 G6 |
GM7 | Gm7 | GM7 | Ab9 |
GM7 | Am7 | Ab7#11 | GM7 G6 |
Am7 | Cm7 | F7b9 | BbM7 |
Bbm7 | C#m7 | Am7 | Am7 Ab9 |
GM7 | Gm7 | GM7 | Ab9 |
GM7 | Am7 | Ab7#11 | GM7 D7b9 |",7,major,45.99999999999999,36,I i I bII7 I ii bII7 I I I i I bII7 I ii bII7 I I ii iv bVII7 bIII biii (6) ii ii bII7 I i I bII7 I ii bII7 I V7,G,1
Jive Samba,Nat Adderly,F,4 4,32,"F7#9 | F7#9 | F7#9 | F7#9 |
F7#9 | F7#9 | F7#9 | F7#9 |
F7#9 | F7#9 | F7#9 | F7#9 |
F7#9 | F7#9 | F7#9 | F7#9 |
Bb7 | Bb7 Bb7 Bb7 F7#9 | F7#9 | F7#9 |
F7#9 | F7#9 | F7#9 | F7#9 |
Bb7 | Bb7 Bb7 Bb7 F7#9 | F7#9 | F7#9 |
F7#9 | F7#9 | F7#9 | F7#9 |",10,major,63.19999999999999,38,V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 V7 I7 I7 I7 I7 V7 V7 V7 V7 V7 V7 V7 I7 I7 I7 I7 V7 V7 V7 V7 V7 V7 V7,Bb,0
Interplay,Bill Evans,Ab,4 4,12,"Fm6 | Bbm6 | Fm6 | F7#5#9 |
Bbm7 | Bbm7 | Fm6 | Ab7 |
Gm7b5 | C7+ | Fm6 Dm7b5 | DbM7 GbM7 |",1,major,20.8,14,iii vi iii III7 vi vi iii V7 (6) VII7 iii bii I IV,Db,1
Lotus Blossom,Billy Strayhorn,Bb,3 4,66,"BbM7/D | Dbm6 | Cm7b5 | F7 |
BbM7/D | Em7b5 Em7b5 Ebm7b5 | Dm7b5 | G7#5 |
Cm7 | Ebm6 | BbM7/D | Dbm6 |
Cm7b5 | F7 | BbM7 | F7 |
BbM7/D | Dbm6 | Cm7b5 | F7 |
BbM7/D | Em7b5 Em7b5 Ebm7b5 | Dm7b5 | G7#5 |
Cm7 | Ebm6 | BbM7/D | Dbm6 |
Cm7b5 | F7 | BbM7 | BbM7 |
Dm7b5 | G7b9 | Dm7b5 | G7b9 |
Dm7b5 | G7b9 | Cm6 | Bb Bb Cm7/Bb |
A/Bb A/Bb Bb | Bb Bb Cm7/Bb | A/Bb A/Bb Bb | Cm7/Bb Cm7/Bb A7b9 |
D7b9 D7b9 Gm7 | Cm7 | F7 | BbM7/D |
Dbm6 | Cm7b5 | F7 | BbM7/D |
Em7b5 Em7b5 Ebm7b5 | Dm7b5 | G7#5 | Cm7 |
Ebm6 | BbM7/D | Dbm6 | Cm7b5 |
BbM7/D | Dbm6 | Cm7b5 | F7 |
BbM7 | BbM7 |",10,major,90.80000000000001,84,I biii iiø V7 I (6) (6) ivø iiiø VI7 ii iv I biii iiø V7 I V7 I biii iiø V7 I (6) (6) ivø iiiø VI7 ii iv I biii iiø V7 I I iiiø VI7 iiiø VI7 iiiø VI7 ii I I ii VII VII I I I ii VII VII I ii ii VII7 III7 III7 vi ii V7 I biii iiø V7 I (6) (6) ivø iiiø VI7 ii iv I biii iiø I biii iiø V7 I I,Bb,6
The Love Nest,Louis A. Hirsch and Otto Harbach,Eb,4 4,32,"EbM7 Cm7 | Fm7 Bb7 | EbM7 | Eb6 Eb7 |
AbM7 Fm7 | Bbm7 Eb7 | AbM7 | Ab6 |
Bb7 | Bb7 | EbM7 Db7#11 | C7 |
Fm C7/G | Fm7/Ab F7/A | Bb7sus4 | Bb7 |
EbM7 Cm7 | Fm7 Bb7 | EbM7 | Eb6 Eb7 |
AbM7 Fm7 | Bbm7 Eb7 | AbM7 | Ab6 |
Bb7 | Bb7 | Db7#11 | C7 |
Fm7 | Bb7 | Eb6 | Fm7 Bb7 |",3,major,72.6,46,I vi ii V7 I I I7 IV ii v I7 IV IV V7 V7 I bVII7 VI7 ii VI7 ii II7 V7 V7 I vi ii V7 I I I7 IV ii v I7 IV IV V7 V7 bVII7 VI7 ii V7 I ii V7,Eb,0
Let's Fall In Love,Harold Arlen,C,4 4,32,"C | F G7 | C Am7 | Dm7 G7 |
CM7 Am7 | Dm7 G7 | CM7 | Dm7 G7 |
CM7 Am7 | Dm7 G7 | CM7 Am7 | Dm7 G7 |
CM7 Am7 | Dm7 G7 | Bm7 | E7 |
Am | Am | D7 | D7 Co7 |
CM7 | CM7 | CM7 A7b9 | Dm7 G7 |
CM7 Am7 | Dm7 G7 | CM7 Am7 | Dm7 G7 |
CM7 Am7 | Dm7 G7 | CM7 | Dm7 G7 |",0,major,99.0,54,I IV V7 I vi ii V7 I vi ii V7 I ii V7 I vi ii V7 I vi ii V7 I vi ii V7 vii III7 vi vi II7 II7 io I I I VI7 ii V7 I vi ii V7 I vi ii V7 I vi ii V7 I ii V7,C,0
Jeepers Creeprs MS version,Harry Warren,F,4 4,34,"Bm7b5 Bbm6 | Am7 Abdim | Gm7 C7 | F6 Dm7 |
Bm7b5 Bbm6 | Am7 Abdim | Gm7 C7 | F6 |
Bm7b5 Bbm6 | Am7 Abdim | Gm7 C7 | F6 Dm7 |
Bm7b5 Bbm6 | Am7 Abdim | Gm7 C7 | F6 |
Cm7 F7b9 | Bb G7b9 | Cm7 F7b9 | Bb |
Dm7 G7b9 | C A7b9 | Dm7 G7 | Gm7 C7 |
Bm7b5 Bbm6 | Am7 Abdim | Gm7 C7 | F6 Dm7 |
Bm7b5 Bbm6 | Am7 Abdim | Gm7 C7 | F6 D7 |
Gm7 C7 | F6 |",5,major,79.89999999999998,64,(6) iv iii biii ii V7 I vi (6) iv iii biii ii V7 I (6) iv iii biii ii V7 I vi (6) iv iii biii ii V7 I v I7 IV II7 v I7 IV vi II7 V III7 vi II7 ii V7 (6) iv iii biii ii V7 I vi (6) iv iii biii ii V7 I VI7 ii V7 I,F,6
I'll Never Be The Same,Matty Malneck and Frank Signorelli,C,4 4,32,"Eb7 D7 | Eb7 D7 | G | G |
Eb7 D7 | Eb7 D7 | G | G |
Dm7 G7 | Dm7 G7 | Dm7 G7 | C |
Em7 A7 | Em7 A7 | Am7 | D7 |
Eb7 D7 | Eb7 D7 | G | G |
G7 | G7 | C | C |
C | Cm | Bm7b5 | E7 |
Eb7 D7 | Eb7 D7 | G | G |",7,major,55.59999999999997,45,bVI7 V7 bVI7 V7 I I bVI7 V7 bVI7 V7 I I v I7 v I7 v I7 IV vi II7 vi II7 ii V7 bVI7 V7 bVI7 V7 I I I7 I7 IV IV IV iv iiiø VI7 bVI7 V7 bVI7 V7 I I,G,0
Marble Arch,Dave Brubeck,Ab,6 8,46,"Ab6 Eb | Ab Eb | F Eb | Ab G7 |
C G7 | C G7 | Am G7 | C Eb7 |
Ab6 Eb | Ab Eb | F | Eb Ab |
Db Ab | Eb Ab | Go7 Gb7 | Fm Ab7 |
Db6 Ab | Eb F7 | Bbm Eb7 | Ab |
Ab6 Eb | Ab Eb | F Eb | Ab G7 |
C G7 | C G7 | Am G7 | C Eb7 |
Ab6 Eb | Ab Eb | F Eb | Ab |
Db Ab | Eb Ab | Go7 Gb7 | Fm Ab7 |
Db6 Ab | Eb F7 | Bbm | Bbm |
Eb | Eb | Db | Db |
Ab | Ab |",0,minor,106.20000000000003,81,VI III VI III IV III VI V7 I V7 I V7 (9) V7 I III7 VI III VI III IV III VI bII VI III VI vo (6) iv VI7 bII VI III IV7 bvii III7 VI VI III VI III IV III VI V7 I V7 I V7 (9) V7 I III7 VI III VI III IV III VI bII VI III VI vo (6) iv VI7 bII VI III IV7 bvii bvii III III bII bII VI VI,Cm,4
Half Nelson,Miles Davis,C,4 4,16,"CM7 | CM7 | Fm7 | Bb7 |
CM7 | CM7 | Bm7 E7 | Bbm7 Eb7 |
AbM7 | AbM7 | Am7 | D7 |
Dm7 | G7 | CM7 Eb7 | AbM7 Db7#11 |",9,minor,20.500000000000004,20,III III vi bII7 III III ii V7 bii (6) VII VII i IV7 iv bVII7 III (6) VII (4),Am,3
In Love In Vain,Jerome Kern,Bb,4 4,32,"BbM7 Gm7 | Cm7 F7 | Dm7 Gm7 | Cm7 F7 |
BbM7 | Cm7 F7 | Dm7 | G7 |
Cm7 Cm7/Bb | Am7b5 D7alt | Gm GmM7 | Gm7 Gm6 |
Gm7 | C7 | Cm7 | Cm7/F |
BbM7 Gm7 | Cm7 F7 | Dm7 Gm7 | Cm7 F7 |
BbM7 | Cm7 F7 | Fm7 | Bb7 |
EbM7 | Em7b5 A7b9 | Dm7 AbM7#11 | G7 |
Cm7 | F7 | BbM7 | Cm7 F7 |",10,major,82.80000000000001,49,I vi ii V7 iii vi ii V7 I ii V7 iii VI7 ii ii viiø III7 vi vi vi vi vi II7 ii ii I vi ii V7 iii vi ii V7 I ii V7 v I7 IV (6) VII7 iii bVII VI7 ii V7 I ii V7,Bb,1
On The Trail,Groffe,C,4 4,16,"FM7 | FM7 | FM7 | FM7 |
FM7 | Am7 D7 | Gm7 | C7 |
Abm7 | Abm7 | Abm7 | Abm7 |
Gm7 | C7 | FM7 | Gm7 C7 |",5,major,26.4,18,I I I I I iii VI7 ii V7 biii biii biii biii ii V7 I ii V7,F,0
I'm Glad There Is You,Paul Madeira and Jimmy Dorsey,F,4 4,36,"FM7 | FM7 | Fm7 | Fm7 |
Gm7 | Gm7 C7 | Am7 D7 | Gm7 C7 |
FM7 Gm7 | Am7 Abo7 | Gm7 | Gm7 C7 |
FM7 Eb7 | D7b9 | G7 | C7 Cm7/F F7 |
BbM7 | Bbm7 Ebm7 | FM7 | Em7b5 A7alt |
Dm7 | G7 | Gm7 | C7 |
FM7 | FM7 | Fm7 | Fm7 |
Gm7 | C7 C7/Bb | Am7b5 | D7b9 |
BbM7 | Gm7/C C7 | FM7 | Gm7 C7 |",5,major,71.89999999999999,50,I I i i ii ii V7 iii VI7 ii V7 I ii iii biii ii ii V7 I bVII7 VI7 II7 V7 v I7 IV iv bvii I viiø III7 vi II7 ii V7 I I i i ii V7 V7 iiiø VI7 IV ii V7 I ii V7,F,0
I'm Sitting On Top Of the World,"Ray Henderson, Sam M. Lewis, Joe Young",F,4 4,32,"FM7 F7 | BbM7 | FM7 Gm7 | Am7 Dm7 |
G7 | Gm7 C7 | F6 Dm7 | Gm7 C7 |
FM7 F7 | BbM7 | FM7 Gm7 | Am7 Dm7 |
G7 | Gm7 C7 | F6 | F7 |
BbM7 | E7 | FM7 | FM7 A7 |
Dm DmM7 | Dm7 Dm6 | G7 | Gm7 C7 |
FM7 F7 | BbM7 | FM7 Gm7 | Am7 Dm7 |
G7 | Gm7 C7 | F6 | Gm7 C7 |",5,major,86.0,51,I I7 IV I ii iii vi II7 ii V7 I vi ii V7 I I7 IV I ii iii vi II7 ii V7 I I7 IV VII7 I I III7 vi vi vi vi II7 ii V7 I I7 IV I ii iii vi II7 ii V7 I ii V7,F,0
Meaning of the Blues,"Bobby Worth, Bobby Troup",F,4 4,32,"Dm Dm#5 | Dm6 D7#9 | Gm7 Gm7/F | Em7b5 A7#5 |
Dm Dm#5 | Dm6 D7#9 | Gm7 | C7 Gb7b5 |
FM7 | Gm7/C | A7#5 Dm7 | Em7b5 A7#5 |
Dm Dm#5 | Dm6 D7#9 | Gm7 Gm7/F | Em7b5 A7#5 |
Dm Dm#5 | Dm6 D7#9 | Gm7 | C7 C7b5 |
Gm7/C | Cm7/F F7 | BbM7 | A7#5#9 |
Dm7 G7 | Dm7 G7 | Gm7 Gm7 Em7b5 A7#5 | Dm7 |
A7#5 | Dm7 | A7#5 | Dm69 |",2,minor,89.5,54,i i i I7 iv iv iiø V7 i i i I7 iv bVII7 (4) III iv V7 i iiø V7 i i i I7 iv iv iiø V7 i i i I7 iv bVII7 bVII7 iv bvii III7 VI V7 i IV7 i IV7 iv iv iiø V7 i V7 i V7 i,Dm,1
I'm Gonna Go Fishin',Peggy Lee and Duke Ellington,Bb,3 4,24,"Gm | Gm6 | Gm | Gm6 |
Gm | F7 | Gm | F7 |
Gm | Gm6 | Gm | Gm6 |
Gm | F7 | Gm | F7 |
Eb6 | Eb6 | Eo7 | Eo7 |
Gm | Gm6 | Eb9 Eb9 D9 | Gm6 |",10,major,43.199999999999996,26,vi vi vi vi vi V7 vi V7 vi vi vi vi vi V7 vi V7 IV IV (6) (6) vi vi IV7 IV7 III7 vi,Bb,2
Old Folks,"Eric Blau, Mort Shuman, Jacques Brel",Eb,4 4,32,"Dm7b5 G7 | Cm B7 Bbm7 Eb7 | AbM7 Db7 | Gm7b5 C7+ |
Fm7 Bb7 | Db7#11 C7+ | F7 F7 Cm7 F7 | Fm7 Fm7 Ebm7 Ab7 |
Dm7b5 G7 | Cm B7 Bbm7 Eb7 | AbM7 Db7 | Gm7b5 C7+ |
Fm7 Bb7 | Db7#11 C7+ | F7 F7 Fm7 Bb7 | Eb |
Bbm7 | Eb7 | AbM7 | Abm7 Db7 |
EbM7 G7+ | Cm7 | F7 | Fm7 Fm7 Ebm7 Ab7 |
Dm7b5 G7 | Cm B7 Bbm7 Eb7 | AbM7 Db7 | Gm7b5 C7+ |
Fm7 Bb7 | Db7#11 C7+ | Fm7 Bb7 | Eb Eb Ebm7 Ab7 |",3,major,76.59999999999998,74,viiø III7 vi bVI7 v I7 IV bVII7 iiiø VI7 ii V7 bVII7 VI7 II7 II7 vi II7 ii ii i IV7 viiø III7 vi bVI7 v I7 IV bVII7 iiiø VI7 ii V7 bVII7 VI7 II7 II7 ii V7 I v I7 IV iv bVII7 I III7 vi II7 ii ii i IV7 viiø III7 vi bVI7 v I7 IV bVII7 iiiø VI7 ii V7 bVII7 VI7 ii V7 I I i IV7,Eb,0
My Shining Hour,Harold Arlen,Eb,4 4,32,"EbM7 | Cm7 | Fm7 | Bb7 |
EbM7 | EbM7 | Dm7b5 | G7alt |
Cm7 | Cm7 | Ab7 | G7alt |
Cm7 | F7 | Fm7/Bb | Bb7 |
Bbm7 | Eb7 | AbM7 | AbM7 |
Abm7 | Db7 | GbM7 | Fm7 Bb7 |
EbM7 | Fm7 | Gm7b5 | C7alt |
Fm7 | Bb7 | EbM7 | Fm7 Bb7 |",3,major,49.89999999999999,34,I vi ii V7 I I viiø III7 vi vi IV7 III7 vi II7 ii V7 v I7 IV IV iv bVII7 bIII ii V7 I ii iiiø VI7 ii V7 I ii V7,Eb,0
Lotus Blossom,Kenny Dorham,C,4 4,32,"Dm7 C7 | Dm7 | Cm7 F7 | BbM7 |
Bo7 Bb7 | A7 | Dm7 C7 | Dh7 A7 |
Dm7 C7 | Dm7 | Cm7 F7 | BbM7 |
Bo7 Bb7 | A7 | Dm7 | Dm7 |
Ah7 | D7 | Gm7 | Gm7 |
Gh7 | C7 | FM7 | Eh7 A7 |
Dm7 C7 | Dm7 | Cm7 F7 | BbM7 |
Bo7 Bb7 | A7 | Dm7 | Dm7 |",5,major,51.59999999999999,44,vi V7 vi v I7 IV (6) IV7 III7 vi V7 VI III7 vi V7 vi v I7 IV (6) IV7 III7 vi vi III VI7 ii ii II V7 I VII III7 vi V7 vi v I7 IV (6) IV7 III7 vi vi,F,3
Like Sonny,John Coltrane,Eb,4 4,24,"Dm7 | Dm7 | Fm7 | Fm7 |
Abm7 | Abm7 Bb7b9 | EbM7 | EbM7 |
Am7 | Am7 | Fm7 | Fm7 |
C#m7 | C#m7 F#7 | BM7 | Ebm7 Ab7 |
Dm7 | Dm7 | Fm7 | Fm7 |
Abm7 | Abm7 Bb7b9 | EbM7 | EbM7 |",3,major,30.699999999999996,28,vii vii ii ii iv iv V7 I I (6) (6) ii ii bvii bvii bIII7 bVI i IV7 vii vii ii ii iv iv V7 I I,Eb,2
Infant Eyes,Wayne Shorter,C,4 4,27,"Gm7 | Fm7 | EbM7 | A13b9 |
GbM7#11 | Cm7/F | Ebm7 | Bb9sus4 |
Bb13b9 | EbM7 | EM7/D# | EbM7#11 |
EM7 | BM7 | Bb9sus4 | Abm7 |
Eb9sus4 | D7b9b5 | Gm7 | Fm7 |
EbM7 | A13b9 | GbM7#11 | Cm7/F |
Ebm7 | Bb9sus4 | Bb9sus4 |",3,major,32.599999999999994,27,iii ii I (6) bIII vi i V7 V7 I bII I bII bVI V7 iv I7 VII7 iii ii I (6) bIII vi i V7 V7,Eb,2
Out Of This World,Harold Arlen,Db,4 4,76,"Bbm | GbM7 | Eb7 Eb7 Eb7 Eb9 | GbM7 |
Bbm | GbM7 | Bbm7 | Eb9 Eb9 Eb9 Eb7 |
GbM7 | Ebm6 | Cb | Ab7 |
Eb6 | Eo7 | Fm7 | Bb+ |
Bbm | GbM7 | Eb7 Eb7 Eb7 Eb9 | GbM7 |
Bbm | GbM7 | Bbm7 | Eb9 Eb9 Eb9 Eb7 |
GbM7 | Ebm6 | Cb | Ab7 |
Eb6 | Eo7 | Fm7 | Bb9 Bb7 |
Eb | Eb | Db Cm | Bbm Bbm Ab7 G7 |
Cm | Cm | Cm | Cm |
Cm | Co7 | Ab9 | G7b9 |
Cm7 | AbM7 | Cm6 | Ab7 |
Cm | Ab7 | G9 | G9 |
C9 | F7 F7 F7 Bb7 | Bbm | GbM7 |
Eb7 Eb7 Eb7 Eb9 | GbM7 | Bbm | GbM7 |
Bbm7 | Eb9 Eb9 Eb9 Eb7 | GbM7 | Ebm6 |
Cb | Abo7 | Eb6 | Eo7 |
Eo7 | Eo7 | Eb | Eb |
Db Cm | Gm7 Fm6 | Fm | Do7 |",8,major,117.00000000000009,104,ii bVII V7 V7 V7 V7 bVII ii bVII ii V7 V7 V7 V7 bVII v bIII I7 V bvi vi II7 ii bVII V7 V7 V7 V7 bVII ii bVII ii V7 V7 V7 V7 bVII v bIII I7 V bvi vi II7 II7 V V IV iii ii ii I7 VII7 iii iii iii iii iii iiio I7 VII7 iii I iii I7 iii I7 VII7 VII7 III7 VI7 VI7 VI7 II7 ii bVII V7 V7 V7 V7 bVII ii bVII ii V7 V7 V7 V7 bVII v bIII io V bvi bvi bvi V V IV iii vii vi vi (6),Ab,1
I Believe,Ervin Drake Drake Irvin Graham Graham Jimmy Shirl Shirl Al Stillman,C,4 4,48,"C | Am | Dm | G7 G7 Dm G7 |
C | Dm7 G7b9 | C C+ | Am |
Dm | G7 | C CM7 | C6 |
C | Am7 Em | F | B7 |
E EM7 | E7 E7b9 | Am | Am7 |
Dm7 | Dm7 | G9 G9 G9 G7 | Dm7 G7 |
C | Am | Dm | G7 G7 Dm G7 |
C | Dm7 G7b9 | C C+ | Am |
Dm | G7 | C CM7 | C6 |
C | Am7 Em | F | B7 |
E EM7 | E7 E7b9 | Am Am7 | Am7 Am7 E7 Am |
Dm | G7 G7 G7 Dm7 | C Am | Dm7 Dm7 Dm7 G7 |",0,major,141.20000000000005,81,I vi ii V7 V7 ii V7 I ii V7 I I7 vi ii V7 I I I I vi iii IV VII7 III III III7 III7 vi vi ii ii V7 V7 V7 V7 ii V7 I vi ii V7 V7 ii V7 I ii V7 I I7 vi ii V7 I I I I vi iii IV VII7 III III III7 III7 vi vi vi vi III7 vi ii V7 V7 V7 ii I vi ii ii ii V7,C,0
Moose The Mooche,Charlie Parker,Bb,4 4,32,"Bb | Cm7 F7 | Bb | Cm7 F7 |
Fm7 Bb7 | Eb7 | Bb | Cm7 F7 |
Bb | Cm7 F7 | Bb | Cm7 F7 |
Fm7 Bb7 | Eb7 Ab7 | Bb | Bb |
Am7b5 | D7 | Dm7 | G7 |
Gm7 | C7 | Cm7 | F7 |
Bb | Cm7 F7 | Bb | Cm7 F7 |
Fm7 Bb7 | Eb7 | Bb | Cm7 F7 |",10,major,67.1,44,I ii V7 I ii V7 v I7 IV7 I ii V7 I ii V7 I ii V7 v I7 IV7 bVII7 I I viiø III7 iii VI7 vi II7 ii V7 I ii V7 I ii V7 v I7 IV7 I ii V7,Bb,0
Lover Man,"Jimmy Davis, Roger Ramirez, Jimmy Sherman",F,4 4,32,"Dm7 G7 | Dm7 G7 | Gm7 C7 | Gm7 C7 |
F7alt | Bb7 | Db7 C7 | F A7alt |
Dm7 G7 | Dm7 G7 | Gm7 C7 | Gm7 C7 |
F7alt | Bb7 | Db7 C7 | F F Gm7 Abm7 |
Am7 | Am7 D7 | GM7 CM7 | GM7 |
Gm7 | Gm7 C7 | FM7 | Em7b5 A7alt |
Dm7 G7 | Dm7 G7 | Gm7 C7 | Gm7 C7 |
F7alt | Bb7 | Db7 C7 | F F Em7b5 A7alt |",5,major,78.5,58,vi II7 vi II7 ii V7 ii V7 I7 IV7 bVI7 V7 I III7 vi II7 vi II7 ii V7 ii V7 I7 IV7 bVI7 V7 I I ii biii iii iii VI7 II V II ii ii V7 I viiø III7 vi II7 vi II7 ii V7 ii V7 I7 IV7 bVI7 V7 I I viiø III7,F,0
Jeru,Gerry Mulligan,Eb,4 4,32,"Eb | Eb | Eb | Db7 |
Eb C7 | Fm7 D7 | Eb | Fm7 Ebo7 |
Eb | Eb | Eb | Db7 |
Eb C7 | Fm7 D7 | Eb | Fm7 Ebo7 |
Bbm7 | Eb7 | Ab | Ab |
Abm7 | Db7 | Gb | Fm7 Bb7 |
Eb | Eb | Eb | Db7 |
Eb C7 | Fm7 D7 | Eb | Fm7 Ebo7 |",3,major,55.999999999999986,42,I I I bVII7 I VI7 ii VII7 I ii io I I I bVII7 I VI7 ii VII7 I ii io v I7 IV IV iv bVII7 bIII ii V7 I I I bVII7 I VI7 ii VII7 I ii io,Eb,0
Now's The Time,Charlie Parker,F,4 4,12,"F7 | Bb7 Bo7 | F7 | Cm7 F7 |
Bb7 | Bb7 Bo7 | F7 | D7alt |
Gm7 | C7 | F7 D7alt | Gm7 C7 |",10,major,18.799999999999997,17,V7 I7 bii V7 ii V7 I7 I7 bii V7 III7 vi II7 V7 III7 vi II7,Bb,0
Little Boat,"Robert Menescal, Ronaldo Boscoli, and Buddy Kaye",Bb,4 4,16,"BbM7 | BbM7 | Em7 A7 | Em7 A7 |
AbM7 | AbM7 | Dm7 G7 | Dm7 G7 |
GbM7 | GbM7 | Cm7 F7 | Cm7 F7 |
Dm7 | G7b9 | Cm7 | F7b9 |",10,major,24.0,22,I I (6) VII7 (6) VII7 bVII bVII iii VI7 iii VI7 bVI bVI ii V7 ii V7 iii VI7 ii V7,Bb,2
Nardis,Miles Davis,G,4 4,32,"Em | FM7 | B7 | CM7#11 |
Am9 | FM7 | EM9 | Em |
Em | FM7 | B7 | CM7#11 |
Am9 | FM7 | EM9 | Em |
Am9 Am9 Am9 FM7#11 | FM7#11 | Am9 Am9 Am9 FM7#11 | FM7#11 |
Dm9 | Dm9/G G7 | CM7 CM7 CM7 B7#5#9 | B7#5#9 |
Em | FM7 | B7 | CM7#11 |
Am9 | FM7 | EM9 | Em |",0,major,71.19999999999999,42,iii IV VII7 I vi IV III iii iii IV VII7 I vi IV III iii vi vi vi IV IV vi vi vi IV IV ii ii V7 I I I VII7 VII7 iii IV VII7 I vi IV III iii,C,0
"If I Said You Have A Beautiful Body, Would You Hold It Against Me?",David Bellamy,Eb,4 4,33,"Bb7 | Bb7 | Eb | Eb |
Bb7 | Bb7 | Eb | Eb |
Bb7 | Bb7 | Eb | Eb |
Cm | Ab | Bb7 | Eb |
Eb | Eb | Eb | Ab |
Ab | Fm7 | Fm7 | Bb7 Fm7 |
Bb | Eb | Eb | Ab |
Ab | Fm7 | Bb7 | Eb |
Eb |",3,major,66.4,34,V7 V7 I I V7 V7 I I V7 V7 I I vi IV V7 I I I I IV IV ii ii V7 ii V I I IV IV ii V7 I I,Eb,0
Limbo,Wayne Shorter,C,3 4,17,"Ebm7 | Gb7sus4 | CM7 | F7sus4 |
Bb7sus4 | DM7 | G/Ab | G/Ab |
AbM7 | GbM7 | Gb7sus4 | GM7#11 GbM7#11 |
FM7#11 EM7#11 | C#m7 | A7 | Ebm7 |
D7#11 |",11,minor,15.600000000000001,19,(4) V7 bII (6) VII7 III VI VI (9) V V7 VI V (6) IV ii bVII7 (4) III7,Bm,5
My Funny Valentine,Richard Rodgers,Eb,4 4,36,"Cm | CmM7 | Cm7 | Cm6 |
AbM7 | Fm7 | Dm7b5 | G7b9 |
Cm | CmM7 | Cm7 | Cm6 |
AbM7 | Fm7 | Fm7b5 | Bb7b9 |
Eb Fm7 | Gm7 Fm7 | Eb Fm7 | Gm7 Fm7 |
Eb G7 | Cm7 F7b9 Bbm7 A7 | AbM7 | Dm7b5 G7b9 |
Cm | CmM7 | Cm7 | Cm6 |
AbM7 | Dm7b5 G7b9 | Cm | Bbm7 A7#11 |
AbM7 | Fm7 Bb7b9 | Eb6 | Dm7b5 G7b9 |",0,minor,80.79999999999998,49,i i i i VI iv iiø V7 i i i i VI iv ivø bVII7 III iv v iv III iv v iv III V7 i IV7 bvii (9) VI iiø V7 i i i i VI iiø V7 i bvii (9) VI iv bVII7 III iiø V7,Cm,2
